9.000000000000000222e-01,0.000000000000000000e+00
9.121212121212121104e-01,0.000000000000000000e+00
9.242424242424243097e-01,0.000000000000000000e+00
9.363636363636363980e-01,0.000000000000000000e+00
9.484848484848484862e-01,0.000000000000000000e+00
9.606060606060606855e-01,0.000000000000000000e+00
9.727272727272727737e-01,0.000000000000000000e+00
9.848484848484848619e-01,0.000000000000000000e+00
9.969696969696970612e-01,0.000000000000000000e+00
1.009090909090909038e+00,0.000000000000000000e+00
1.021212121212121238e+00,0.000000000000000000e+00
1.033333333333333437e+00,0.000000000000000000e+00
1.045454545454545414e+00,0.000000000000000000e+00
1.057575757575757613e+00,0.000000000000000000e+00
1.069696969696969813e+00,0.000000000000000000e+00
1.081818181818181790e+00,0.000000000000000000e+00
1.093939393939393989e+00,0.000000000000000000e+00
1.106060606060606188e+00,0.000000000000000000e+00
1.118181818181818166e+00,5.551115123125782702e-17
1.130303030303030365e+00,2.220446049250313081e-16
1.142424242424242564e+00,8.326672684688674053e-16
1.154545454545454541e+00,3.275157922644211794e-15
1.166666666666666741e+00,1.276756478318930021e-14
1.178787878787878718e+00,4.812816811750053603e-14
1.190909090909090917e+00,1.761368828567810851e-13
1.203030303030303116e+00,6.257216966787382262e-13
1.215151515151515316e+00,2.158329071022535572e-12
1.227272727272727293e+00,7.228662113334394235e-12
1.239393939393939492e+00,2.350869499068153345e-11
1.251515151515151469e+00,7.424122427934776169e-11
1.263636363636363669e+00,2.276762112174424146e-10
1.275757575757575868e+00,6.780479511192538666e-10
1.287878787878788067e+00,1.961047602083709762e-09
1.300000000000000044e+00,5.508288547506623445e-09
1.312121212121212244e+00,1.502668278696717152e-08
1.324242424242424221e+00,3.981491936144720967e-08
1.336363636363636420e+00,1.024671597571469306e-07
1.348484848484848619e+00,2.561540035084242106e-07
1.360606060606060819e+00,6.220401558287846910e-07
1.372727272727272796e+00,1.467444605995904539e-06
1.384848484848484995e+00,3.363244254706021508e-06
1.396969696969696972e+00,7.489249488068505656e-06
1.409090909090909172e+00,1.620443447858388453e-05
1.421212121212121371e+00,3.407066835109384684e-05
1.433333333333333570e+00,6.961734927235507797e-05
1.445454545454545547e+00,1.382569578190495641e-04
1.457575757575757525e+00,2.668922991789779431e-04
1.469696969696969724e+00,5.008598511767048400e-04
1.481818181818181923e+00,9.138701087030853820e-04
1.493939393939394122e+00,1.621450807731406041e-03
1.506060606060606322e+00,2.797975652076734043e-03
1.518181818181818299e+00,4.696587820794406731e-03
1.530303030303030276e+00,7.670180620740985056e-03
1.542424242424242475e+00,1.219016417783452821e-02
1.554545454545454675e+00,1.885826834386594708e-02
1.566666666666666874e+00,2.840551396736407108e-02
1.578787878787879073e+00,4.167224885212950092e-02
1.590909090909091050e+00,5.956430577990046160e-02
1.603030303030303028e+00,8.298322169139055182e-02
1.615151515151515227e+00,1.127329925022539370e-01
1.627272727272727426e+00,1.494114282622562295e-01
1.639393939393939625e+00,1.932996871609262701e-01
1.651515151515151603e+00,2.442675332675193767e-01
1.663636363636363802e+00,3.017128470640784155e-01
1.675757575757575779e+00,3.645509897328431670e-01
1.687878787878787978e+00,4.312627639480074437e-01
1.700000000000000178e+00,5.000000000000012212e-01
1.712121212121212377e+00,5.687372360519951098e-01
1.724242424242424354e+00,6.354490102671580543e-01
1.736363636363636553e+00,6.982871529359238050e-01
1.748484848484848531e+00,7.557324667324816225e-01
1.760606060606060730e+00,8.067003128390755062e-01
1.772727272727272929e+00,8.505885717377451583e-01
1.784848484848485128e+00,8.872670074977473398e-01
1.796969696969697106e+00,9.170167783086098368e-01
1.809090909090909083e+00,9.404356942200999825e-01
1.821212121212121282e+00,9.583277511478710542e-01
1.833333333333333481e+00,9.715944860326364285e-01
1.845454545454545681e+00,9.811417316561343860e-01
1.857575757575757880e+00,9.878098358221656383e-01
1.869696969696969857e+00,9.923298193792591260e-01
1.881818181818181834e+00,9.953034121792055933e-01
1.893939393939394034e+00,9.972020243479233770e-01
1.906060606060606233e+00,9.983785491922685384e-01
1.918181818181818432e+00,9.990861298912969701e-01
1.930303030303030631e+00,9.994991401488233507e-01
1.942424242424242387e+00,9.997331077008210221e-01
1.954545454545454586e+00,9.998617430421810059e-01
1.966666666666666785e+00,9.999303826507276449e-01
1.978787878787878984e+00,9.999659293316489617e-01
1.990909090909091184e+00,9.999837955655214161e-01
2.003030303030303383e+00,9.999925107505118760e-01
2.015151515151515138e+00,9.999966367557453495e-01
2.027272727272727337e+00,9.999985325553939486e-01
2.039393939393939537e+00,9.999993779598441712e-01
2.051515151515151736e+00,9.999997438459964361e-01
2.063636363636363935e+00,9.999998975328402429e-01
2.075757575757576134e+00,9.999999601850806386e-01
2.087878787878787890e+00,9.999999849733172130e-01
2.100000000000000089e+00,9.999999944917115080e-01
